c_schoolname,district,areacode,address,date
私立昱升文理短期補習班,板橋區,65000010,存德街18號1、2樓,38112
私立巨匠電腦股份有限公司板橋中山分公司附設電腦短期補習班,板橋區,65000010,中山路1段10號5樓,38099
私立生活美語村文理語文短期補習班,板橋區,65000010,漢生東路350號4、5樓、339號3樓之1,38070
私立111美語短期補習班,板橋區,65000010,永豐街107號1、2樓,37271
私立基翔文理短期補習班,板橋區,65000010,民權路186號5樓,38014
私立信愛望語文短期補習班,板橋區,65000010,和平路174巷7號1樓,37946
私立優昇文理語文短期補習班,板橋區,65000010,光明街126號1、2樓,37931
私立新今日美語短期補習班,板橋區,65000010,西門街18-5號1、2、3樓,37879
私立大觀文理短期補習班,板橋區,65000010,僑中二街116巷28號1樓,37879
私立輔眾珠心算語文短期補習班,板橋區,65000010,實踐路93巷62號1、2、3樓,37841
金龍海國際圖書有限公司附設大東海法商短期補習班,板橋區,65000010,四川路1段16號(1、2樓),37841
私立震東文理短期補習班,板橋區,65000010,中山路2段149號2樓、151號2樓、153號2樓,37834
私立春福文理語文短期補習班,板橋區,65000010,重慶路245巷13號2樓,37805
私立牛津文理語文短期補習班,板橋區,65000010,中正路213號5樓,37796
私立時尚地球村語文資訊有限公司附設地球村語文短期補習班,板橋區,65000010,中山路1段2之3號(1、2樓),39266
永錡語文短期補習班,板橋區,65000010,金門街358巷12號1樓、372巷30號1樓,37762
私立智慧文理技藝短期補習班,板橋區,65000010,民權路186號6樓,37721
私立企鵝村美語短期補習班,板橋區,65000010,光明街68-2號3樓,37714
私立科德語文文理短期補習班,板橋區,65000010,實踐路163-1、165-1號〈2樓〉,37684
私立林老師文理語文短期補習班,板橋區,65000010,大觀路3段160巷31弄5號(1、2層)、5號2樓、160巷48號1、2樓,37662
私立宏大電腦語文短期補習班,板橋區,65000010,中正路275巷8號1、2樓,37663
私立蘇格拉底美語文理短期補習班,板橋區,65000010,莒光路211號2樓之1、213號3樓、215號3樓,37630
私立溫馨美語短期補習班,板橋區,65000010,裕民街128巷6號,37635
私立正牛津語文短期補習班,板橋區,65000010,中正路274號2樓,37259
私立謝宗叡文理短期補習班,板橋區,65000010,三民路2段21巷6號2樓,37607
私立艾法薇爾文理技藝短期補習班,板橋區,65000010,雙十路2段85號1、2樓及地下1樓,37607
私立新亞洲文理語文美術音樂短期補習班,板橋區,65000010,文化路2段182巷1弄12號3樓、莊敬路38號1樓,37581
私立蓋亞文理語文短期補習班,板橋區,65000010,和平路153號1、2樓,37592
私立吉尼士美語短期補習班,板橋區,65000010,篤行路3段16號2樓及2樓之1,37544
私立密蘇里語文文理短期補習班,板橋區,65000010,"金門街258號1、2樓 、297巷2號1樓、297巷14號1樓",37504
愛奧尼文理短期補習班,板橋區,65000010,雙十路2段47巷33號、33之1號,37504
私立凱思莉文理短期補習班,板橋區,65000010,文聖街139號(地下1樓、1樓及夾層)、143號(1樓),37308
私立大兒堡技藝文理短期補習班,板橋區,65000010,光明街128、128之1號1、2樓、130號1樓,37316
私立李伊數學文理短期補習班,板橋區,65000010,龍泉街108巷36號(1樓),36573
私立喬登美語會話短期補習班,板橋區,65000010,龍泉街55巷38弄2號1樓,32752
私立劉文素舞蹈短期補習班,板橋區,65000010,館前東路106號2樓,35311
私立四季美語會話短期補習班,板橋區,65000010,忠孝路103號3樓,33900
私立凱迪堡文理語文短期補習班,板橋區,65000010,漢生東路330號1樓、330之1號2樓,32782
私立吉賽兒舞蹈短期補習班,板橋區,65000010,漢生東路328號4樓,36628
私立日閱語文短期補習班,板橋區,65000010,漢生東路309號4樓,36238
私立立大文理短期補習班,板橋區,65000010,漢生東路301號1樓、309號3樓,34705
私立何嘉仁文教事業股份有限公司附設漢東美語文理短期補習班,板橋區,65000010,漢生東路175號3、4樓,36664
私立財團法人功學社學術獎助金基金會附設實踐音樂短期補習班,板橋區,65000010,實踐路130、132號4樓,34907
私立何嘉仁文教事業股份有限公司附設實踐美語文理短期補習班,板橋區,65000010,實踐路76之3、78之3號(各4樓)、76之4、78之4號(各5樓),37056
私立博洋文理短期補習班,板橋區,65000010,新海路368號1樓及夾層,36272
私立盈俞私塾有限公司附設新貴新埔文理短期補習班,板橋區,65000010,新海路358號(1層),35979
私立前錦文理語文短期補習班,板橋區,65000010,新海路72巷59號1樓,39212
私立長頸鹿美語文理短期補習班,板橋區,65000010,陽明街120號1、2樓,35654
私立正興文理短期補習班,板橋區,65000010,莒光路123號1樓、123-1號2樓,34516
私立華文文理短期補習班,板橋區,65000010,莒光路158之2號1樓及夾層,32994
私立嘉瑛英語文理短期補習班,板橋區,65000010,和平路188號1、2樓,41873
私立撒母耳語文文理補習班,板橋區,65000010,校前街82號1、2、3樓,36870
私立鼎立語文珠算文理短期補習班,板橋區,65000010,重慶路198號地下1樓,35353
私立智商珠算短期補習班,板橋區,65000010,重慶路190號2樓,31469
私立王耀文理短期補習班,板橋區,65000010,重慶路66號8樓之1,35536
私立文德珠心算文理語文短期補習班,板橋區,65000010,英士路76號3樓,37137
私立全能文理技藝短期補習班,板橋區,65000010,英士路59號2樓、61號2樓之1、61號2樓、53號2樓、新海路332號2樓,37005
私立捷勝語文珠心算文理補習班,板橋區,65000010,英士路39號1樓,36516
私立大代文理短期補習班,板橋區,65000010,後菜園街32巷3、7號1樓,36628
私立永昇文理語文短期補習班,板橋區,65000010,陽明街128號地下1樓、1、2樓,38075
私立辛恩語文短期補習班,板橋區,65000010,金門街204號1樓、208號2樓,36704
私立松竹刺繡手鉤編織造花補習班,板橋區,65000010,府中路099號3樓,28581
私立文城教育學院文理短期補習班,板橋區,65000010,府中路29之1號2樓、29之2號5樓,36172
私立陳立教育事業股份有限公司附設精湛文理短期補習班,板橋區,65000010,府中路29-1、29-2號各9、10樓,37123
私立勝文文理語文短期補習班,板橋區,65000010,和平路101巷3號(1樓)、3之1號(2樓)、國慶路163之3號(4樓),37071
私立白鷺鷥珠算短期補習班,板橋區,65000010,吳鳳路19巷23號1樓,33530
私立大世紀語文補習班,板橋區,65000010,成都街111號5樓、6樓,35573
私立建一語文短期補習班,板橋區,65000010,光武街118號1樓,35436
私立博士門文理短期補習班,板橋區,65000010,光武街97號1樓,36594
師大碩士文理短期補習班,板橋區,65000010,重慶路201-1號1樓及223巷13號2-5樓,36649
私立仁宏珠算補習班,板橋區,65000010,永豐街49巷46號1樓,34004
私立愛彌兒美語文理技藝短期補習班,板橋區,65000010,永豐街33號1、2樓、45號1樓,33339
私立東和日語短期補習班,板橋區,65000010,民族路186號3樓,34814
私立怡寶語文短期補習班,板橋區,65000010,四川路2段245巷77號1樓、105號1樓,36152
私立小船文理補習班,板橋區,65000010,文德路039號2樓,36873
私立優億文理技藝短期補習班,板橋區,65000010,文聖街109、111號(各1樓)、109之1、111之1(各2樓),36150
私立名賢語文文理補習班,板橋區,65000010,文聖街101巷011號1樓,37203
"私立康園文理技藝短期補習班 ",板橋區,65000010,文聖街89巷17號1、3樓,33981
私立凱勝文理技藝短期補習班,板橋區,65000010,文化路2段498號1樓、500號2樓,36979
私立哈佛霖文理技藝短期補習班,板橋區,65000010,文化路2段440號(1、2樓),37054
私立大樹堡語文短期補習班,板橋區,65000010,文化路2段417巷32、34號各1樓,36641
夏恩國際教育股份有限公司附設彩倫文理短期補習班,板橋區,65000010,文化路2段182巷3弄50號2樓,37224
私立正典文理短期補習班,板橋區,65000010,文化路1段139號2樓,37119
私立小寶貝珠心算語文短期補習班,板橋區,65000010,文化路1段32巷14號(1~5樓),36629
私立詹浩教育股份有限公司附設詹浩文理短期補習班,板橋區,65000010,府中路29-1號7樓,36908
私立超人珠心算文理語文技藝短期補習班,板橋區,65000010,文化路1段30號3樓,36630
"私立文德文理語文短期補習班 ",板橋區,65000010,互助街100號1樓(由100、102號合併),36671
私立超越美語文理短期補習班,板橋區,65000010,互助街47號1樓,36930
私立快樂學習文理美術短期補習班,板橋區,65000010,自強新村87號1樓,36047
私立國光珠心算文理語文短期補習班,板橋區,65000010,中正路325巷43-1號2樓,37082
私立聖興文理短期補習班,板橋區,65000010,中正路278號2樓,36256
私立陳老師文理短期補習班,板橋區,65000010,中正路275巷61號,37082
私立大智文理短期補習班,板橋區,65000010,中正路193號4、5樓,34093
私立新生社文理美語補習班,板橋區,65000010,中正路31號2樓,37467
蘭廬美術短期補習班,板橋區,65000010,中正路29號3樓,36437
私立凱帝堡語文短期補習班,板橋區,65000010,中正路1巷26號1樓,36256
私立卓越文理美語短期補習班,板橋區,65000010,中山路2段100號4樓,35797
三維文理語文短期補習班,板橋區,65000010,中山路2段141號3樓,36671
私立格林文理短期補習班,板橋區,65000010,中山路2段100號3樓、3樓之2,36802
私立中華文理短期補習班,板橋區,65000010,文化路1段188巷32號1樓、188巷1弄4號1樓及6號1樓、,36802
私立育豪文理語文短期補習班,板橋區,65000010,中山路1段206巷68、70號(各1樓),35404
私立科建語文文理短期補習班,板橋區,65000010,中山路1段69號4、9樓,36160
私立中山音樂短期補習班,板橋區,65000010,四川路1段23號7樓,37544
私立建功文理短期補習班,板橋區,65000010,中山路1段10號8樓,33984
私立瑜伽天地瑜伽短期補習班,板橋區,65000010,中山路1段6號10樓,37028
大中語文短期補習班,板橋區,65000010,大仁街10號1、2、3樓,37218
私立驊仁文理語文短期補習班,板橋區,65000010,三民路2段145號1、2樓、145之1號(1樓)、153巷1號1樓,37341
私立一加一珠心算補習班,板橋區,65000010,三民路2段109巷4-1號﹝2樓﹞,36200
"私立耀程文理短期補習班 ",板橋區,65000010,三民路2段101、103號(各3、5樓),36644
私立拓遠文理珠心算補習班,板橋區,65000010,民族路274之1號(1、2、3樓),36186
成堡教育股份有限公司附設新北市私立愛學館未來校文理短期補習班,林口區,65000170,四維路2號1樓,45006
私立福慧教育文理短期補習班,林口區,65000170,文化一路1段89之6號(1層及2層),44938
私立䕒䕒文理短期補習班,林口區,65000170,南勢街248號1樓(一層),45286
私立32U視覺藝術技藝短期補習班,林口區,65000170,文化三路2段41巷10號,45282
私立瑞莎塔東湖文理技藝短期補習班,林口區,65000170,信義路59號(1、2層),45267
私立睿智文化文理短期補習班,林口區,65000170,文化二路1段68巷1號2樓,45231
私立奕儒音樂技藝短期補習班,林口區,65000170,文化三路1段39巷116弄1號1樓,45219
私立譚歆江江RBK文理短期補習班,林口區,65000170,興林二街15號1樓,45166
常裕事業股份有限公司附設私立知識樹學苑文理技藝短期補習班,林口區,65000170,"南勢一街17巷31號	",45166
艾爾文創有限公司附設私立放學趣文理技藝短期補習班,林口區,65000170,文化北路1段266、268號(各1、2層),45163
私立點燃教育文理短期補習班,林口區,65000170,公園路73號1樓及2樓,45128
何嘉仁文教事業股份有限公司附設私立日光文理短期補習班,林口區,65000170,文化一路1段23號3、4層,45041
私立DoReMi音樂技藝短期補習班,林口區,65000170,文化三路2段115巷62號1樓及夾層,45000
私立承軒文理短期補習班,林口區,65000170,文化一路1段95號1、2樓,44970
私立揚信股份有限公司附設公園揚才文理短期補習班,林口區,65000170,忠孝路382之1號(1樓及夾層),44921
私立極致教育股份有限公司附設極上塾崇林文理短期補習班,林口區,65000170,公園路92號1樓、90號2樓,44904
私立成堡教育股份有限公司附設愛學館文化校文理短期補習班,林口區,65000170,文化三路1段476號之1(1樓及夾層),44900
私立兩岸心動力國際教育文化有限公司附設維多文理短期補習班,林口區,65000170,公園路227號之2,44839
私立秘密基地技藝文理短期補習班,林口區,65000170,文化三路1段39巷132號1樓,44830
私立安緹爾文理短期補習班,林口區,65000170,公園路96號,44798
私立鈺智文理短期補習班,林口區,65000170,文化三路1段39巷118號1樓,44754
私立南蒂亞文理短期補習班,林口區,65000170,惠民街88巷81號2、3樓,44749
私立揚信股份有限公司附設陳逸林高文理短期補習班,林口區,65000170,仁愛路2段192巷1號,44742
私立嘉樂文理技藝短期補習班,林口區,65000170,三民路108號2樓,44733
私立學苑文理短期補習班,林口區,65000170,麗園一街3號1樓之2,44602
私立米其文化股份有限公司附設貝爾苑四維文理技藝短期補習班,林口區,65000170,文化二路1段581號(1、2樓),44602
私立晨智文理短期補習班,林口區,65000170,文化三路2段28之1號(1樓),44602
私立陽安文理技藝短期補習班,林口區,65000170,忠孝三路46號(1、2樓),44599
私立奇異林股份有限公司附設竒異鳥文理短期補習班,林口區,65000170,公園路203號7樓之1˙2、8樓之1˙2,44582
私立華英文理短期補習班,林口區,65000170,三民路106號(1、2層),44579
私立藝璐音樂技藝短期補習班,林口區,65000170,文化三路2段41巷50號(1層),44579
私立美泰豐文理技藝短期補習班,林口區,65000170,南勢街252號1樓及2樓,44559
私立愛學林口股份有限公司附設愛瑞昀文理短期補習班,林口區,65000170,公園路116號(1、2樓),44496
私立普洛思文理短期補習班,林口區,65000170,文化二路1段120巷7號、13號(1樓),44466
私立捷森文理技藝短期補習班,林口區,65000170,三民路111號4樓,44447
私立禹亦文化事業有限公司附設禹亦文理短期補習班,林口區,65000170,竹林路159號(1、2、3樓),44446
私立哲哲學苑文理短期補習班,林口區,65000170,忠孝路97號1樓,44432
私立瑞莎塔文理技藝短期補習班,林口區,65000170,三民路98號(1、2樓)及100號(1、2樓),44424
私立優學教育股份有限公司附設優創文理技藝短期補習班,林口區,65000170,文化一路1段200號3樓、202號3樓、206號3樓、208號3樓,44420
私立揚信股份有限公司附設揚才文理短期補習班,林口區,65000170,仁愛路2段200之2號(1樓),44418
私立奇幻玩繪故事盒文理技藝短期補習班,林口區,65000170,信義路392號(1樓及夾層),44320
私立加百列文理短期補習班,林口區,65000170,文化一路1段39號4樓,44309
私立億果文理短期補習班,林口區,65000170,仁愛路2段309號(1、2樓),44298
私立高明一對一學習有限公司附設高霖文理短期補習班,林口區,65000170,仁愛路2段200號(1樓),44279
私立喬藝舞蹈技藝短期補習班,林口區,65000170,文化三路2段28號1樓,44221
私立婕希菁英文理短期補習班,林口區,65000170,文林六街62巷2號(1、2樓),44173
私立艾美音美語文理短期補習班,林口區,65000170,三民路124號1、2樓,44161
私立創藝享閱文理技藝短期補習班,林口區,65000170,文化一路2段165、167號(各1層及夾層),44147
私立傑儒文理技藝短期補習班,林口區,65000170,文化一路1段99之3號(1、2樓),44110
私立大華文教有限公司附設大華文理短期補習班,林口區,65000170,仁愛路2段202之3號(1樓),44104
私立社團法人中華民國新希望關懷協會附設幸福家園文理技藝短期補習班,林口區,65000170,文林六街62巷11號2樓,44048
私立晨致文理短期補習班,林口區,65000170,忠孝路505號(1樓及夾層),44013
私立未來領袖教育股份有限公司附設捷瑞文理短期補習班,林口區,65000170,文化一路1段250號5樓、252號5樓、248號(1層及2層),43957
私立溫維爾文理短期補習班,林口區,65000170,文化三路2段211巷79號(1、2樓),43909
私立奇異林股份有限公司附設奇異鳥頭湖文理短期補習班,林口區,65000170,民權路66號(1樓),43893
私立加利福尼亞文理短期補習班,林口區,65000170,忠孝路495號(1樓),43838
私立奇異林股份有限公司附設奇異鳥麗林文理短期補習班,林口區,65000170,公園路138號3樓、文化一路1段83巷14弄23號(1樓),43838
私立三格林文理技藝短期補習班,林口區,65000170,竹林路153號(1、2樓),43829
私立放學回家技藝文理短期補習班,林口區,65000170,忠孝三路32、38、40號(各1樓),43788
私立梅薇思英文文理短期補習班,林口區,65000170,仁愛路2段190號6樓,43782
私立聖恩文理短期補習班,林口區,65000170,四維路10之1號(1樓),43780
私立冠敦文教有限公司附設冠敦文理短期補習班,林口區,65000170,文化三路2段168號(1樓及夾層),43762
私立晴芭蕾舞蹈技藝短期補習班,林口區,65000170,文化三路1段376之1號(1樓),43731
私立科研苑文理技藝短期補習班,林口區,65000170,文化三路2段211巷77號(1、2樓),43703
私立珮卡音樂學苑技藝短期補習班,林口區,65000170,麗園二街1巷2號1樓之4,43699
文達文理技藝短期補習班,林口區,65000170,中正路514巷6弄4號1樓及2樓,43684
私立思邈文理短期補習班,林口區,65000170,民權路18號(1樓),43656
私立巨蒔林口文理短期補習班,林口區,65000170,仁愛路2段190號3、5樓,43488
私立揚信股份有限公司附設陳逸文理短期補習班,林口區,65000170,仁愛路2段190號2樓,43486
奇異鳥實業有限公司附設私立卡爾維爾文理技藝短期補習班,林口區,65000170,文化一路1段83巷14弄25之1號2樓、25號2樓,43426
私立維新文化有限公司附設宥成文理短期補習班,林口區,65000170,文化一路1段89號(1、2樓),43424
私立維肯文理短期補習班,林口區,65000170,忠孝三路110號(1、2樓)、112號(1、2樓),43420
私立碁礪文理短期補習班,林口區,65000170,公園路131巷5號(1樓及夾層),43406
私立三連音音樂技藝短期補習班,林口區,65000170,文化三路2段26之1號(1樓),43342
私立毅果文理短期補習班,林口區,65000170,民權路77號(1、2樓),43230
私立蓁凱寧文理技藝短期補習班,林口區,65000170,四維路245巷25號、25之1號(各1樓及夾層),43227
私立頂尖學城文理短期補習班,林口區,65000170,南勢街19、21號(各1樓),43217
私立林暘文理短期補習班,林口區,65000170,中北三街52號4樓,43110
成鋼國際股份有限公司附設時學文理短期補習班,林口區,65000170,文化一路1段89之3號(1、2樓),42972
私立未來領袖教育股份有限公司附設允智文理短期補習班,林口區,65000170,仁愛路2段522號1、2樓,42949
大立昇教育股份有限公司附設私立大立昇文理短期補習班,林口區,65000170,公園路112號1、2樓,42856
私立三心文理短期補習班,林口區,65000170,忠孝路382之3號(1樓及夾層),42800
私立以諾文理短期補習班,林口區,65000170,公園路120號1、2樓,42710
私立立宸文理短期補習班,林口區,65000170,中山路248、248之2號(各1樓),42649
私立福祿貝爾英語文理短期補習班,林口區,65000170,民權路110號3樓之1,42495
私立濱川國際語文短期補習班,林口區,65000170,文化二路1段20巷47號1樓,42333
私立睿智忠孝語文短期補習班,林口區,65000170,忠孝路504巷7號1樓,42303
私立以利亞音樂短期補習班,林口區,65000170,南勢街228之1號1樓,42288
環愛國際教育管理顧問股份有限公司附設私立昇揚文理語文短期補習班,林口區,65000170,八德路18之1號1樓,42199
私立學優語文短期補習班,林口區,65000170,麗園一街6巷2號1樓之2,42047
私立未來領袖教育股份有限公司附設牧群文理短期補習班,林口區,65000170,文化二路1段561之6號(1樓)、561之7號(1樓),42037
私立維璨創客坊文理短期補習班,林口區,65000170,文化三路2段32之3號1樓,41981
私立婕希文理短期補習班,林口區,65000170,文化三路2段41巷12號1樓,41969
私立雨田語文短期補習班,林口區,65000170,中山路552號1樓及夾層,41941
私立新古典音樂短期補習班,林口區,65000170,文化二路1段557之1號1樓,41920
私立勁學文理語文短期補習班,林口區,65000170,新生街11號1樓之2、11號2樓,41904
私立兆林語文短期補習班,林口區,65000170,中正路517號1、2、3樓,41796
私立晨志文理語文短期補習班,林口區,65000170,文化二路1段571之1號1、2樓,41778
私立讀樂樂語文短期補習班,林口區,65000170,文化二路1段20巷25弄4號1樓之2、1樓之3,41764
私立蘇何美術技藝短期補習班,林口區,65000170,文化三路2段30之2號1樓,41717
私立多益文理語文圍棋珠心算短期補習班,林口區,65000170,公園路61號(1、2樓),41702
私立揚信股份有限公司附設威士頓文理短期補習班,林口區,65000170,文化二路1段96巷16號1、2樓,41662
私立清大文理短期補習班,林口區,65000170,文化三路2段38號1樓,41639
私立新全方位文理美語短期補習班,林口區,65000170,中興街28號1樓,41617
私立理查音樂短期補習班,林口區,65000170,文化二路1段559之3號1樓,41593
私立加倍佳語文短期補習班,林口區,65000170,民權路19號(1、2層),41186
私立宸豪文理技藝短期補習班,林口區,65000170,民權路70號1、2樓、文化三路2段115巷87、89號(各1、2樓),41572
私立立成文理語文短期補習班,林口區,65000170,文化二路1段96巷6號1、2樓,41565
私立未來領袖教育股份有限公司附設允騰文理短期補習班,林口區,65000170,文化二路1段571之2號(1樓及2樓)、四維路62號(1樓及2樓),41488
私立仁僾文理語文短期補習班,林口區,65000170,仁愛路2段630號1樓、632號1樓,41292
私立榮曜文理語文短期補習班,林口區,65000170,民權路100、102號(各1樓及夾層),41284
私立悅讀文理語文短期補習班,林口區,65000170,文化一路1段15巷8號1樓,41278
私立未來領袖教育股份有限公司附設業鴻文理短期補習班,林口區,65000170,文化一路1段41號2樓,41220
私立克利鷗語文短期補習班,林口區,65000170,文化三路2段32之5號、32之6號1樓,41134
私立卞學堂文理美語短期補習班,林口區,65000170,公園路56之1號1樓,41059
私立愛林語文美術珠心算短期補習班,林口區,65000170,公園路45號5樓,41054
私立音符國音樂短期補習班,林口區,65000170,公園路56號1樓,40994
私立京群文理語文短期補習班,林口區,65000170,竹林路155號(1、2樓)、157巷2、6號(各1、2樓),40984
私立敏智語文短期補習班,林口區,65000170,文化三路2段211巷71、73號各1、2樓,40918
"私立森林語藝文理技藝短期補習班 ",林口區,65000170,文化三路2段187號(1、2樓),40868
私立貝爾語文短期補習班,林口區,65000170,中正路280號2樓,40814
私立莊文音舞蹈短期補習班,林口區,65000170,文化二路1段557號1樓,40764
私立吉米領袖語文短期補習班,林口區,65000170,忠孝路380之3號(1樓及夾層),40763
私立豈藝美術文理短期補習班,林口區,65000170,麗園一街6巷2號1樓之4,40641
私立自強創意文理技藝短期補習班,林口區,65000170,竹林路157巷7號(1、2層),40563
私立P&amp;J音樂技藝短期補習班,林口區,65000170,文化二路1段285號(1、2樓),40217
私立思開文理短期補習班,林口區,65000170,文化一路1段15巷6號(1樓),40183
私立華天卿文理語文短期補習班,林口區,65000170,文化一路1段131號1、2、3、4樓,39860
私立劍橋文理語文短期補習班,林口區,65000170,文化一路1段39號3樓、41號地下1樓,39555
私立雲森文理語文短期補習班,林口區,65000170,中山路188號2樓之3,39308
私立新劍橋文理短期補習班,林口區,65000170,中山路248號2樓之1,39240
私立群翰文理短期補習班,林口區,65000170,文化一路2段36號2樓,39216
私立楷文珠心算短期補習班,林口區,65000170,竹林路606巷15號(1、2、3樓),39051
私立艾蜜莉語文短期補習班,林口區,65000170,仁愛路1段408號(1、2、3層),38964
私立慕夏音樂短期補習班,林口區,65000170,公園路27號,38855
私立也加語文短期補習班,林口區,65000170,八德路20巷3號1、2樓,38757
私立勤業文理短期補習班,林口區,65000170,公園路131巷1號1樓（含夾層）,38705
私立慧智圍棋短期補習班,林口區,65000170,中山路97巷9號3樓,38680
私立磐石音樂文理短期補習班,林口區,65000170,中山路93號4樓,38350
私立森田音樂短期補習班,林口區,65000170,仁愛路1段402號(地下1樓及地上1至3樓),38140
楊格美語短期補習班,林口區,65000170,中山路97巷9號2樓,37376
私立王國英珠心算短期補習班,林口區,65000170,林口路46號4樓-2,37883
私立宏揚語文文理短期補習班,林口區,65000170,佳林路162號1樓(含夾層),37721
私立御學堡文理短期補習班,林口區,65000170,竹林路66號1、2樓,37531
私立超越文理短期補習班,林口區,65000170,忠孝路380之2號(1樓及夾層),36721
學達文理短期補習班,金山區,65000270,仁愛路69號1、2樓,37860
私立精英國際金美文理語文珠心算美術短期補習班,金山區,65000270,中正路26號2樓、四維路2號2樓,41165
私立新世紀語文短期補習班,金山區,65000270,文化三路39號1樓,41043
私立擎學文理語文短期補習班,金山區,65000270,中山路279巷2號3樓,40084
私立威思頓文理語文短期補習班,金山區,65000270,美田村文化三路15號1樓,37446
私立泓品文理語文短期補習班,金山區,65000270,仁愛路23號,39238
私立新知文理語文短期補習班,金山區,65000270,中正路26號3樓,38464
私立大珍文理短期補習班,金山區,65000270,中山路227巷15號2樓,37679
私立富樂音樂短期補習班,金山區,65000270,中山路279巷3號2樓,37538
私立德瑞克文理短前補習班,金山區,65000270,信義路26號1樓,37246
私立叡澤文理短期補習班,泰山區,65000160,明志路2段53號2樓,44749
私立好樂耳技藝短期補習班,泰山區,65000160,明志路2段229號1、2樓,45302
私立霍爾夏天文理短期補習班,泰山區,65000160,福興三街160號1樓,45094
私立贏家文理短期補習班,泰山區,65000160,明志路2段3號1、2樓,44974
私立嘉英文理短期補習班,泰山區,65000160,仁愛路6巷22號1樓,44890
私立莫緹花繪技藝短期補習班,泰山區,65000160,民權街66巷26號1樓,44722
私立智勝文教有限公司附設權勝文理短期補習班,泰山區,65000160,民生路13號2樓,44420
私立至呈文理短期補習班,泰山區,65000160,公園路7號1樓,44139
私立文慎文理短期補習班,泰山區,65000160,民生路14巷5號2樓、7號2樓,44062
私立貝絲文理短期補習班,泰山區,65000160,明志路3段31號4樓,43942
私立泰山音樂樂園技藝短期補習班,泰山區,65000160,明志路2段227號2樓,43595
私立宋聿文理短期補習班,泰山區,65000160,泰林路2段195號2樓,43580
私立獅子王樂器有限公司附設獅子王音樂技藝短期補習班,泰山區,65000160,仁義路226、228號(各1樓),43536
私立正人文理短期補習班,泰山區,65000160,仁愛路6巷20號(1樓),43395
私立青樺學成文理短期補習班,泰山區,65000160,民生路17巷29之1號(2樓),43326
私立弘喬文理短期補習班,泰山區,65000160,明志路2段103號1、2樓及103之1號2樓,43318
私立鴻文文理短期補習班,泰山區,65000160,明志路3段35、37號(各1樓),43237
私立脈田補手文理短期補習班,泰山區,65000160,明志路2段7巷11號(1、2樓),43143
私立福興文理短期補習班,泰山區,65000160,福興二街37號2樓,43027
私立允漢文理技藝短期補習班,泰山區,65000160,明志路1段228號(3、4樓),42877
私立聯大教育股份有限公司附設聯大陳曦文理短期補習班,泰山區,65000160,仁義路220巷49號1、2、3樓,42522
私立聯大教育股份有限公司附設聯大陳頡文理短期補習班,泰山區,65000160,中港西路498巷2號1、2樓,42242
私立啟淯學園文理短期補習班,泰山區,65000160,新民路38號1樓、38之1號2樓,41969
私立新立德文理語文短期補習班,泰山區,65000160,仁愛路86號1樓,41410
私立杰蓁語文短期補習班,泰山區,65000160,福興一街56號1樓、58號1樓,41408
私立天藍文理短期補習班,泰山區,65000160,新民路24號、26號1樓,41190
" 私立華菂文理短期補習班 ",泰山區,65000160,民生路4號1樓,40949
私立登賢語文短期補習班,泰山區,65000160,泰林路2段139號1、2樓,40926
私立育翔文理短期補習班,泰山區,65000160,明志路1段448號2、3樓,40833
私立安奇兒美術音樂美語短期補習班,泰山區,65000160,全興路25巷6號1樓,40779
私立李建興文理短期補習班,泰山區,65000160,明志路2段353號2樓,40410
新晟文理技藝短期補習班,泰山區,65000160,公園路11號(1樓),40285
私立元誌文理語文美術珠心算短期補習班,泰山區,65000160,全興路76號1樓、78號1樓,40285
私立啟育文理短期補習班,泰山區,65000160,明志路2段420號2樓,40262
私立立夏文理美語短期補習班,泰山區,65000160,明志路2段328號2樓,40056
私立松果美術短期補習班,泰山區,65000160,全興路107號2樓,39954
私立揚鵬學文理短期補習班,泰山區,65000160,福興一街83號,39664
私立聯大教育股份有限公司附設聯大文理短期補習班,泰山區,65000160,仁愛路6巷4弄14號(1、2樓)、5弄3號(1樓),39569
私立喬安語文短期補習班,泰山區,65000160,明志路3段142巷8號3樓之3,39478
私立均明語文文理短期補習班,泰山區,65000160,辭修路10之12號1樓,39042
私立耕筑文理語文短期補習班,泰山區,65000160,仁愛路6巷36、38號1樓,39008
私立啟淯文理短期補習班,泰山區,65000160,中央路9巷7、9號1樓,38961
私立立勤文理語文電腦短期補習班,泰山區,65000160,民生路5號2樓,38915
私立研文文理語文短期補習班,泰山區,65000160,全興路25巷12、14、16號各1樓、16號2樓,38897
私立藍老師文理短期補習班,泰山區,65000160,應化街6巷1號2樓,35741
私立致元文理語文短期補習班,泰山區,65000160,明志路3段175號2樓,38820
私立藍艾比文理語文珠心算技藝短期補習班,泰山區,65000160,明志路2段95號2、3樓、97號2、3樓,38756
私立高勝文理語文短期補習班,泰山區,65000160,仁愛路6巷5弄1號1樓,38702
私立聖汶美術語文文理短期補習班,泰山區,65000160,明志路2段65號2-4樓,38583
私立藍天文理語文短期補習班,泰山區,65000160,仁愛路36之4號1樓、36之5號1、2樓,38429
私立台灣第一文創股份有限公司附設魔法森林文理技藝短期補習班,泰山區,65000160,民生路6號地下一樓,38209
私立格林兒美文理短期補習班,泰山區,65000160,新生路15巷6號及17號,38099
私立喬羚文理短期補習班,泰山區,65000160,泰林路2段235、237號1、2、3樓,37397
